full_name,street1,street2,city,state,zip
Houston Construction,2505 N. 24th Street,,Omaha,NE,68110
Dakota Hills Janitorial and Window Cleaning,321 W. 7th Street,321 West 7th Street,Grand Island,NE,68801
Dakota Hills Janitorial and Window Cleaning,321 W. 7th Street,321 West 7th Street,Grand Island,NE,68801
Dakota Hills Janitorial and Window Cleaning,321 W. 7th Street,321 West 7th Street,Grand Island,NE,68801
"Best Mobile, LLC",9335 Berry Street,,Omaha,NE,68127
"Best Mobile, LLC",9335 Berry Street,,Omaha,NE,68127
"BJ's Fleet Wash, LLC",5203 N. 53rd Street,,Omaha,NE,68104
"BJ's Fleet Wash, LLC",5203 N. 53rd Street,,Omaha,NE,68104
"BJ's Fleet Wash, LLC",5203 N. 53rd Street,,Omaha,NE,68104
"Neter Enterprise, LLC",5326 Hanover Circle,,Omaha,NE,68152
"Neter Enterprise, LLC",5326 Hanover Circle,,Omaha,NE,68152
Midlands Latino Community Development,4827 S. 24th Street,4827 South 24th Street,Omaha,NE,68107
Midlands Latino Community Development,4827 S. 24th Street,4827 South 24th Street,Omaha,NE,68107
Midlands Latino Community Development,4827 S. 24th Street,4827 South 24th Street,Omaha,NE,68107
Midlands Latino Community Development,4827 S. 24th Street,4827 South 24th Street,Omaha,NE,68107
"Tuff-bilt Tractors Mfg., Inc.",2801 I Avenue,,Walthill,NE,68067
"Tuff-bilt Tractors Mfg., Inc.",2801 I Avenue,,Walthill,NE,68067
"Tuff-bilt Tractors Mfg., Inc.",2801 I Avenue,,Walthill,NE,68067
"Tuff-bilt Tractors Mfg., Inc.",2801 I Avenue,,Walthill,NE,68067
"Tuff-bilt Tractors Mfg., Inc.",2801 I Avenue,,Walthill,NE,68067
"Tuff-bilt Tractors Mfg., Inc.",2801 I Avenue,,Walthill,NE,68067
"Prestige Premium Homecare, Inc.",6901 Dodge Street,,Omaha,NE,68132
"Prestige Premium Homecare, Inc.",6901 Dodge Street,,Omaha,NE,68132
"Prestige Premium Homecare, Inc.",6901 Dodge Street,,Omaha,NE,68132
"Grain Bin Bakery, LLC",17303 NW. 70th Street,,Raymond,NE,68428
On The Edge,6572 Ames Avenue,,Omaha,NE,68104
On The Edge,6572 Ames Avenue,,Omaha,NE,68104
Frost Media Group,"2566 Leavenworth, Suite 204 Street",,Omaha,NE,68105
Frost Media Group,"2566 Leavenworth, Suite 204 Street",,Omaha,NE,68105
Frost Media Group,"2566 Leavenworth, Suite 204 Street",,Omaha,NE,68105
Frost Media Group,"2566 Leavenworth, Suite 204 Street",,Omaha,NE,68105
Connatser Contracting,1241 Linwood Lane,,Lincoln,NE,68505
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
KCT CONSTRUCT Inc.,18020 N. 24th Street,,Omaha,NE,68110
"Quick Bites Soul Food (Low Cost, LLC)",10724 Old Maple Road,,Omaha,NE,68134
"Quick Bites Soul Food (Low Cost, LLC)",10724 Old Maple Road,,Omaha,NE,68134
"Quick Bites Soul Food (Low Cost, LLC)",10724 Old Maple Road,,Omaha,NE,68134
"Tom's Live Market (MKKL Holdings, LLC)",2630 N Street,,Omaha,NE,68307
"Bobbi's Closet, LLC, dba Kid to Kid Omaha",1219 S. 180th Street,,Omaha,NE,68130
"Bobbi's Closet, LLC, dba Kid to Kid Omaha",1219 S. 180th Street,,Omaha,NE,68130
"Bobbi's Closet, LLC, dba Kid to Kid Omaha",1219 S. 180th Street,,Omaha,NE,68130
Midwest Women & Children's Services,7701 Pacific Street,,Omaha,NE,68114
"Blue Iron Oasis, LLC",23940 Linden Street,,Sidney,NE,69162
"Blue Iron Oasis, LLC",23940 Linden Street,,Sidney,NE,69162
"Blue Iron Oasis, LLC",23940 Linden Street,,Sidney,NE,69162
"Blue Iron Oasis, LLC",23940 Linden Street,,Sidney,NE,69162
"Blue Iron Oasis, LLC",23940 Linden Street,,Sidney,NE,69162
"Integrated Global Dimensions, LLC","1225 L Street, Suite 502 Street",,"Lincoln,",NE,68508
"Bella Dea, Inc.",PO Box 540991,,Omaha,NE,68154
"Bella Dea, Inc.",PO Box 540991,,Omaha,NE,68154
"Bella Dea, Inc.",PO Box 540991,,Omaha,NE,68154
"Wonderment Enterprises, Inc.",421 S. 11th Street,,Omaha,NE,68102
"Wonderment Enterprises, Inc.",421 S. 11th Street,,Omaha,NE,68102
"Wonderment Enterprises, Inc.",421 S. 11th Street,,Omaha,NE,68102
"Done by Nolte, Inc.",6012 N. 102nd Street,,Omaha,NE,68134
"Done by Nolte, Inc.",6012 N. 102nd Street,,Omaha,NE,68134
"DVO Inspection Services, Inc.",13006 Southdale Drive,,Omaha,NE,68137
"DVO Inspection Services, Inc.",13006 Southdale Drive,,Omaha,NE,68137
"DVO Inspection Services, Inc.",13006 Southdale Drive,,Omaha,NE,68137
"MJ's Wireless, LLC",4322 S. 24th Street,,Omaha,NE,68107
"Dance Out Loud Productions, LLC",2436 S. 156th Circle,,Omaha,NE,68130
Olguin Construction,5113 Orchard Avenue,,Omaha,NE,68119
Olguin Construction,5113 Orchard Avenue,,Omaha,NE,68119
Olguin Construction,5113 Orchard Avenue,,Omaha,NE,68119
Shear Elegance,2611 Northaven Drive,,Gothenburg,NE,69138
Northeast Nebraska Economic Development District,111 S. 1st Street,111 South 1st Street,Norfolk,NE,68701
Northeast Nebraska Economic Development District,111 S. 1st Street,111 South 1st Street,Norfolk,NE,68701
Northeast Nebraska Economic Development District,111 S. 1st Street,111 South 1st Street,Norfolk,NE,68701
Honey Bunny Soap Co.,409 W. Mission Avenue,,Bellevue,NE,68005
The Schultz Group,72327 615th Avenue,72327 615 Avenue,Tecumseh,NE,68450
"Hillside Events, LLC",12400 W. Denton Road,12400 West Denton Road,Denton,NE,68339
"Hillside Events, LLC",12400 W. Denton Road,12400 West Denton Road,Denton,NE,68339
"North End Teleservices, LLC",1500 N. 24th Street,,Omaha,NE,68110
"North End Teleservices, LLC",1500 N. 24th Street,,Omaha,NE,68110
"North End Teleservices, LLC",1500 N. 24th Street,,Omaha,NE,68110
"North End Teleservices, LLC",1500 N. 24th Street,,Omaha,NE,68110
"North End Teleservices, LLC",1500 N. 24th Street,,Omaha,NE,68110
"M.A.D. Food Services, LLC",1211 N. Taft Street,,Lexington,NE,68850
Future Construction Specialties,3113 S. 19 street,,Omaha,NE,68108
"Me Repurposed Country Store, Inc.",7110 N. 107th CT Lot 107 Court,,Omaha,NE,68122
"Steve's Place Convenience Store, LLC",2425 Fontenelle Blvd,,Omaha,NE,68104
"Steve's Place Convenience Store, LLC",2425 Fontenelle Blvd,,Omaha,NE,68104
"Steve's Place Convenience Store, LLC",2425 Fontenelle Blvd,,Omaha,NE,68104
"Steve's Place Convenience Store, LLC",2425 Fontenelle Blvd,,Omaha,NE,68104
"Tantalizing Tasties, LLC",2118 N. 24th Street,,Omaha,NE,68107
"Tantalizing Tasties, LLC",2118 N. 24th Street,,Omaha,NE,68107
"Tantalizing Tasties, LLC",2118 N. 24th Street,,Omaha,NE,68107
"Tantalizing Tasties, LLC",2118 N. 24th Street,,Omaha,NE,68107
"Tantalizing Tasties, LLC",2118 N. 24th Street,,Omaha,NE,68107
"Mustang Electric, Inc",13805 Marinda Circle,,Omaha,NE,68144
"Mustang Electric, Inc",13805 Marinda Circle,,Omaha,NE,68144
"Mustang Electric, Inc",13805 Marinda Circle,,Omaha,NE,68144
"Mustang Electric, Inc",13805 Marinda Circle,,Omaha,NE,68144
"Northeast Economic Development, Inc",111 S. 1st Street,11 South 1st Street,Norfolk,NE,68701
"Northeast Economic Development, Inc",111 S. 1st Street,11 South 1st Street,Norfolk,NE,68701
"Northeast Economic Development, Inc",111 S. 1st Street,11 South 1st Street,Norfolk,NE,68701
"Northeast Economic Development, Inc",111 S. 1st Street,11 South 1st Street,Norfolk,NE,68701
Cozad Floral & Gifts,732 Meridian Street,,Cozad,NE,69130
Cozad Floral & Gifts,732 Meridian Street,,Cozad,NE,69130
Cozad Floral & Gifts,732 Meridian Street,,Cozad,NE,69130
Cozad Floral & Gifts,732 Meridian Street,,Cozad,NE,69130
No More Empty Pots,8511 N. 30th Street,,Omaha,NE,68112
No More Empty Pots,8511 N. 30th Street,,Omaha,NE,68112
"CE Olson Entertainment, LLC dba Plaza Lanes",520 W. 23rd Street,,Fremont,NE,68025
"CE Olson Entertainment, LLC dba Plaza Lanes",520 W. 23rd Street,,Fremont,NE,68025
"CE Olson Entertainment, LLC dba Plaza Lanes",520 W. 23rd Street,,Fremont,NE,68025
"Small Beginnings Child Care, LLC",654 N. Elm Street,654 North Elm Street,Long Pine,NE,69217
Clothes Hamper,4039 Mary Street,4039 Mary Street,Omaha,NE,68112
Clothes Hamper,4039 Mary Street,4039 Mary Street,Omaha,NE,68112
"Worldwide Access Solutions, Inc.",11885 N. 96th Street,11885 North 96th Street,Omaha,NE,68122
Tyrice Painting Company,2022 N. 18th Street,,Omaha,NE,68102
Tyrice Painting Company,2022 N. 18th Street,,Omaha,NE,68102
Tyrice Painting Company,2022 N. 18th Street,,Omaha,NE,68102
Tyrice Painting Company,2022 N. 18th Street,,Omaha,NE,68102
Tyrice Painting Company,2022 N. 18th Street,,Omaha,NE,68102
"Larson's Locked & Loaded, LLC",202 N. 3rd Avenue,202 North 3rd Avenue,York,NE,68467
"Ebco, Llc",107 5th Street,107 5 streeet,Sumner,NE,68878
American Fire & Life Safety,1108 Orange Road,,Grand Island,NE,68801
American Fire & Life Safety,1108 Orange Road,,Grand Island,NE,68801
American Fire & Life Safety,1108 Orange Road,,Grand Island,NE,68801
American Fire & Life Safety,1108 Orange Road,,Grand Island,NE,68801
NeighborWorks Omaha,"1701 N. 24th Street, Ste 102",,Omaha,NE,68110
NeighborWorks Omaha,"1701 N. 24th Street, Ste 102",,Omaha,NE,68110
NeighborWorks Omaha,"1701 N. 24th Street, Ste 102",,Omaha,NE,68110
The Lamp Post,611 7th Avenue West Avenue,611 west 7th avenue,Benkelman,NE,69021
The Lamp Post,611 7th Avenue West Avenue,611 west 7th avenue,Benkelman,NE,69021
The Lamp Post,611 7th Avenue West Avenue,611 west 7th avenue,Benkelman,NE,69021
"Pishon Boutique, LLC",11306 S. 44th Avenue,,Bellevue,NE,68123
"Pishon Boutique, LLC",11306 S. 44th Avenue,,Bellevue,NE,68123
"P1P1 Construction, Inc.",3610 U Street,,Omaha,NE,68107
"P1P1 Construction, Inc.",3610 U Street,,Omaha,NE,68107
"P1P1 Construction, Inc.",3610 U Street,,Omaha,NE,68107
"P1P1 Construction, Inc.",3610 U Street,,Omaha,NE,68107
"Universal Auto Transportation, LLC",5327 S. 53rd Street,,Omaha,NE,68117
"Universal Auto Transportation, LLC",5327 S. 53rd Street,,Omaha,NE,68117
"Omaha Carpet Plus, Inc.",4452 S. 45th Street,,Omaha,NE,68117
"Omaha Carpet Plus, Inc.",4452 S. 45th Street,,Omaha,NE,68117
"KTM MANAGEMENT, INC.",2720 Keystone Drive,2720 Keystone Drive,Omaha,NE,68134
"Jubilee Catering, LLC",1528 L Street,,Ord,NE,68862
"Jubilee Catering, LLC",1528 L Street,,Ord,NE,68862
"Jubilee Catering, LLC",1528 L Street,,Ord,NE,68862
24 Hour Tees,503 E. 17th Street,,Kearney,NE,68847
24 Hour Tees,503 E. 17th Street,,Kearney,NE,68847
24 Hour Tees,503 E. 17th Street,,Kearney,NE,68847
"Rosa Maria Rey, Agent for Farmers Insurance Agency",13750 Hillard Avenue,13750 Hillard Avenue,Omaha,NE,68137
Prescription Pyro,"959 Myers Rd, Broken Bow, NE, USA",,Broken Bow,NE,68822
Prescription Pyro,"959 Myers Rd, Broken Bow, NE, USA",,Broken Bow,NE,68822
Prescription Pyro,"959 Myers Rd, Broken Bow, NE, USA",,Broken Bow,NE,68822
Prescription Pyro,"959 Myers Rd, Broken Bow, NE, USA",,Broken Bow,NE,68822
Prescription Pyro,"959 Myers Rd, Broken Bow, NE, USA",,Broken Bow,NE,68822
Prescription Pyro,"959 Myers Rd, Broken Bow, NE, USA",,Broken Bow,NE,68822
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
Rural Investment Corporation,145 Main Street,PO Box 136,Lyons,NE,68038
"RJM Property, LLC dbaThe Home Improvement Store",6677 Sorensen Parkway,,Omaha,NE,68152
Monica Sempek Photography,6624 S. 108th Avenue,,Omaha,NE,68137
Monica Sempek Photography,6624 S. 108th Avenue,,Omaha,NE,68137
"Discount Eyewear, LLC",2819 Miami Street,,Omaha,NE,68110
"Discount Eyewear, LLC",2819 Miami Street,,Omaha,NE,68110
"Craig Holdings, LLC dba Lease Genie",11317 Gold Street,,Omaha,NE,68144
"Craig Holdings, LLC dba Lease Genie",11317 Gold Street,,Omaha,NE,68144
Progeny Enterprises,9427 Himebaugh Circle,,Omaha,NE,68134
Progeny Enterprises,9427 Himebaugh Circle,,Omaha,NE,68134
"Marrakech, Inc.",3118 Cottage Grove Avenue,3118 Cottage Grove Avenue,Omaha,NE,68131
"Marrakech, Inc.",3118 Cottage Grove Avenue,3118 Cottage Grove Avenue,Omaha,NE,68131
"Anything Anymated, Inc.","7117 Farnam Street, #14 Street",,Omaha,NE,68132
"Take Flight Investments, LLC - Blue Stripe Photography",209 W. 3rd Street,,Grand Island,NE,68803
"Countryside Greenhouse, LLC",539 W. Nelson Road,539 West Nelson Road,Wellfleet,NE,69170
"JBP Concrete & Construction, LLC",2308 Q Street,,Omaha,NE,68107
GROW Nebraska,416 Center Avenue,,Holbrook,NE,68948
A&B Towing,1312 South 11th Street,,Omaha,NE,68108
A&B Towing,1312 South 11th Street,,Omaha,NE,68108
Collective Impact Group,7051 Ames Avenue,,Omaha,NE,68110
Diamond Shine Auto Detailing,11422 S. 146th Street,,Omaha,NE,68138
Diamond Shine Auto Detailing,11422 S. 146th Street,,Omaha,NE,68138
"Midwest Quality Insulation, LLC",4363 S. 89th Street,,Omaha,NE,68127
Food Cupboard,522 S. Elm Avenue,,Hastings,NE,68901
"Sprouts Learning Center, LLC",4411 N. 61st Street,,Omaha,NE,68104
"Sprouts Learning Center, LLC",4411 N. 61st Street,,Omaha,NE,68104
"Poly Tech, LLC",990 Cottonwood Road,,Seward,NE,68434
"Kids Express, LLC",5717 Grand Avenue,,Omaha,NE,68104
Nightjar Coffee dba Amateur Coffee,3913 Cuming Street,,Omaha,NE,68131
"Omaha Small Business  Network, Inc.",2505 N. 24th Street,,Omaha,NE,68110
"SJN, LLC",120 S. 38th # 11 Avenue,,Omaha,NE,68131
"Nebraska City Nutrition, LLC",618 Central Avenue,,Nebraska City,NE,68410
"Nebraska City Nutrition, LLC",618 Central Avenue,,Nebraska City,NE,68410
"D&T Assembly, Inc.",4510 N. 30 Street,,Omaha,NE,68135
"Anthony Piccolo's Mobile Venue, LLC",2236 S. 20th Street,,Omaha,NE,68108
"Meininger Fire Protection, Inc.",Po Box 85535,,Lincoln,NE,68501
"Kerf Cutting Solutions, LLC",1112 Timber Drive,,Pappillion,NE,68046
"Kerf Cutting Solutions, LLC",1112 Timber Drive,,Pappillion,NE,68046
"Kerf Cutting Solutions, LLC",1112 Timber Drive,,Pappillion,NE,68046
"Kerf Cutting Solutions, LLC",1112 Timber Drive,,Pappillion,NE,68046
"Larimar Insurance Agency, LLC",9335 Berry Street,,Omaha,NE,68127
"Larimar Insurance Agency, LLC",9335 Berry Street,,Omaha,NE,68127
La Bahia Restaurante LLC,1122 B Street,,Schuyler,NE,68661
La Bahia Restaurante LLC,1122 B Street,,Schuyler,NE,68661
Hamilton Behavioral Services LLC,12717 S. 28th Avenue Suite B Avenue,,Bellevue,NE,68123
"Villaconn, LLC",5760 S. 86th Dr,Ste 2,Lincoln,NE,68504
"Small Business Services IVT, LLC",5421 N. 103 Street,Suite 400/406,Omaha,NE,68134
"Small Business Services IVT, LLC",5421 N. 103 Street,Suite 400/406,Omaha,NE,68134
"Small Business Services IVT, LLC",5421 N. 103 Street,Suite 400/406,Omaha,NE,68134
"Small Business Services IVT, LLC",5421 N. 103 Street,Suite 400/406,Omaha,NE,68134
Edge Publishing,1610 I Street,,Fairbury,NE,68352
"Jomylethz Construction Services, LLC",2435 Himebaugh Avenue,,Omaha,NE,68111
"Jomylethz Construction Services, LLC",2435 Himebaugh Avenue,,Omaha,NE,68111
Nofia Counseling,5517 NW. Radial Hwy. Highway,,Omaha,NE,68104
Nofia Counseling,5517 NW. Radial Hwy. Highway,,Omaha,NE,68104
"Rainbow Flag, LLC",6177 Center Street,,Omaha,NE,68106
"Rainbow Flag, LLC",6177 Center Street,,Omaha,NE,68106
"Rainbow Flag, LLC",6177 Center Street,,Omaha,NE,68106
Wheeler Automotive,1473 Wilbur Street,,Blair,NE,68008
Wheeler Automotive,1473 Wilbur Street,,Blair,NE,68008
The Chocolate Bar,116 West 3rd Street,,Grand Island,NE,68801
"Innovative Ag Group, LLC",711 Marshall Avenue,,Bertrand,NE,68927
"J. J. Reynolds Transport, Inc.",5346 N. 25th Avenue,,Omaha,NE,68111
The Chocolate Bar,116 West 3rd Street,,Grand Island,NE,68801
The Chocolate Bar,116 West 3rd Street,,Grand Island,NE,68801
The Chocolate Bar,116 West 3rd Street,,Grand Island,NE,68801
Bishop Plumbing & Heating,222 1st Corso Ste. B Street,,Nebraska City,NE,68410
Bishop Plumbing & Heating,222 1st Corso Ste. B Street,,Nebraska City,NE,68410
Ella Belle Mobile Cafe on Wheels,5623 Ellison Avenue,,Omaha,NE,68110
Ella Belle Mobile Cafe on Wheels,5623 Ellison Avenue,,Omaha,NE,68110
"CBS, LLC",715 1st Corso Street,,Nebraska City,NE,68410
"CBS, LLC",715 1st Corso Street,,Nebraska City,NE,68410
Mixins Ice Cream,3407 Boyd Street,,Omaha,NE,68111
Mixins Ice Cream,3407 Boyd Street,,Omaha,NE,68111
Mixins Ice Cream,3407 Boyd Street,,Omaha,NE,68111
Mixins Ice Cream,3407 Boyd Street,,Omaha,NE,68111
Dawson Home,529 Meridan Avenue,,Cozad,NE,69130
Dawson Home,529 Meridan Avenue,,Cozad,NE,69130
Dawson Home,529 Meridan Avenue,,Cozad,NE,69130
Little Jay's Playgroup,520 Miller Street,,Ravenna,NE,68869
Little Jay's Playgroup,520 Miller Street,,Ravenna,NE,68869
"Powerhouse Enterprises, LLC",237 N. 17th Avenue,,Blair,NE,68008
"Tienda Maya, LLC",3839 Castelar Street,,Omaha,NE,68105
"Wulff / NRW Enterprises, LLC",3329 12th Avenue,,Council Bluffs,IA,51501
"Wulff / NRW Enterprises, LLC",3329 12th Avenue,,Council Bluffs,IA,51501
"BB's  Childcare, LLC",4407 N. 61st Street,,Omaha,NE,68104
"BB's  Childcare, LLC",4407 N. 61st Street,,Omaha,NE,68104
"BB's  Childcare, LLC",4407 N. 61st Street,,Omaha,NE,68104
Jedd Trucking,155 S. 10th Street,,David City,NE,68632
Jedd Trucking,155 S. 10th Street,,David City,NE,68632
B & B Classic Dogs,1120 Lincoln Road,,Bellevue,NE,68005
"Uptagz, Inc.",5919 N. 52nd Street,,Omaha,NE,68104
Expressway Detailing Auto Spa,1915 S. 44th Street,,Omaha,NE,68105
Expressway Detailing Auto Spa,1915 S. 44th Street,,Omaha,NE,68105
"Tiny Footprints, Inc.",12306 Decatur Street,,Omaha,NE,68154
"Tiny Footprints, Inc.",12306 Decatur Street,,Omaha,NE,68154
"Yisell's Boutique, LLC",1303 Pierce Street,Apt. 102,Norfolk,NE,68701
"Yisell's Boutique, LLC",1303 Pierce Street,Apt. 102,Norfolk,NE,68701
"Baker's Kidz Gym, LLC",14218 Potter Parkway,,Omaha,NE,68142
"Baker's Kidz Gym, LLC",14218 Potter Parkway,,Omaha,NE,68142
"Baker's Kidz Gym, LLC",14218 Potter Parkway,,Omaha,NE,68142
World Class Cleaners,1512 N. 40th Street,,Omaha,NE,68111
World Class Cleaners,1512 N. 40th Street,,Omaha,NE,68111
"Our SpecialTea, Inc",240 East 5th Street,,Fremont,NE,68025
"Our SpecialTea, Inc",240 East 5th Street,,Fremont,NE,68025
"Our SpecialTea, Inc",240 East 5th Street,,Fremont,NE,68025
J-Dawgs Hot Dog Stand,312 S. 11th Street,,Norfolk,NE,68701
J-Dawgs Hot Dog Stand,312 S. 11th Street,,Norfolk,NE,68701
"JFA Brothers Flooring, LLC",3724 S. Street Street,,Omaha,NE,68107
"JFA Brothers Flooring, LLC",3724 S. Street Street,,Omaha,NE,68107
"JFA Brothers Flooring, LLC",3724 S. Street Street,,Omaha,NE,68107
"Get N Go Fish, LLC",1706 N. 24th Street,,Omaha,NE,68102
"Get N Go Fish, LLC",1706 N. 24th Street,,Omaha,NE,68102
"Davidsons Custom Upholstery, LLC",1797 County Road B Road,,Ceresco,NE,68017
"Davidsons Custom Upholstery, LLC",1797 County Road B Road,,Ceresco,NE,68017
"Davidsons Custom Upholstery, LLC",1797 County Road B Road,,Ceresco,NE,68017
Appsky Labs LLC,356 N. 76th Street,,Omaha,NE,68114
Appsky Labs LLC,356 N. 76th Street,,Omaha,NE,68114
Appsky Labs LLC,356 N. 76th Street,,Omaha,NE,68114
Appsky Labs LLC,356 N. 76th Street,,Omaha,NE,68114
"Fox Flooring, LLC",1905 Harney St,,Omaha,NE,68102
"Fox Flooring, LLC",1905 Harney St,,Omaha,NE,68102
Norfolk Asian Grocery Store,1106 W. Benjamin Avenue,,Norforlk,NE,68701
Norfolk Asian Grocery Store,1106 W. Benjamin Avenue,,Norforlk,NE,68701
G & G concrete,543 W. Jensen Street,,Fremont,NE,68025
G & G concrete,543 W. Jensen Street,,Fremont,NE,68025
G & G concrete,543 W. Jensen Street,,Fremont,NE,68025
"Mid America Casing Supply, LLC",463 463 W. Carrine Drive,,Lincoln,NE,68501
"Mid America Casing Supply, LLC",463 463 W. Carrine Drive,,Lincoln,NE,68501
"Mid America Casing Supply, LLC",463 463 W. Carrine Drive,,Lincoln,NE,68501
"JT&T Trucking, LLC",13830 N. 78th Street,,Omaha,NE,68122
"JT&T Trucking, LLC",13830 N. 78th Street,,Omaha,NE,68122
"JT&T Trucking, LLC",13830 N. 78th Street,,Omaha,NE,68122
"Mares Logistics, LLC",2765 37th Avenue,,Columbus,NE,68601
"Mares Logistics, LLC",2765 37th Avenue,,Columbus,NE,68601
"Mares Logistics, LLC",2765 37th Avenue,,Columbus,NE,68601
Taqueria Gonzalez LLC,313 Indiana Avenue,,Norfolk,NE,68701
Taqueria Gonzalez LLC,313 Indiana Avenue,,Norfolk,NE,68701
Taqueria Gonzalez LLC,313 Indiana Avenue,,Norfolk,NE,68701
Taqueria Gonzalez LLC,313 Indiana Avenue,,Norfolk,NE,68701
Taqueria Gonzalez LLC,313 Indiana Avenue,,Norfolk,NE,68701
The Modern Muse,854 18th Avenue,,Columbus,NE,68601
The Modern Muse,854 18th Avenue,,Columbus,NE,68601
The Modern Muse,854 18th Avenue,,Columbus,NE,68601
"Noa, Inc.",3830 Cass Street,Apt 4,Omaha,NE,68131
"Noa, Inc.",3830 Cass Street,Apt 4,Omaha,NE,68131
Liberty Mobility Now,1225 L Street Ste 502 Street,,Lincoln,NE,60508
"Elite Auto Center, LLC dba Creative Venture Enterp",1209 Fort Crook Road South,,Bellevue,NE,68005
"Elite Auto Center, LLC dba Creative Venture Enterp",1209 Fort Crook Road South,,Bellevue,NE,68005
"Elite Auto Center, LLC dba Creative Venture Enterp",1209 Fort Crook Road South,,Bellevue,NE,68005
"Elite Auto Center, LLC dba Creative Venture Enterp",1209 Fort Crook Road South,,Bellevue,NE,68005
Pave 911,10015 170th Circle,,Omaha,NE,68136
Pave 911,10015 170th Circle,,Omaha,NE,68136
Pave 911,10015 170th Circle,,Omaha,NE,68136
"California Produce, LLC dba Isla del Mar Restauran",3034 S. 20th Street,,Omaha,NE,68108
"California Produce, LLC dba Isla del Mar Restauran",3034 S. 20th Street,,Omaha,NE,68108
"California Produce, LLC dba Isla del Mar Restauran",3034 S. 20th Street,,Omaha,NE,68108
"Beyond Mink Hair Extensions Boutique, LLC",4106 Corby Street,,Omaha,NE,68111
"Cafe Le Fleur, LLC",14242 Fort Street,,Omana,NE,68022
"Cafe Le Fleur, LLC",14242 Fort Street,,Omana,NE,68022
Rider Chiropractic PC,"13220 Callum Drive, Stuite 2",,Waverly,NE,68462
"Cafe Le Fleur, LLC",14242 Fort Street,,Omana,NE,68022
Rider Chiropractic PC,"13220 Callum Drive, Stuite 2",,Waverly,NE,68462
"Zoe Unlimited, LLC",3606 S. 74th Street,,Omaha,NE,68124
"Zoe Unlimited, LLC",3606 S. 74th Street,,Omaha,NE,68124
"Zoe Unlimited, LLC",3606 S. 74th Street,,Omaha,NE,68124
D & R Auto Repair,1254 12th Avenue,,Columbus,NE,68601
D & R Auto Repair,1254 12th Avenue,,Columbus,NE,68601
"Reception Connection, LLC",12100 W. Center Road Ste. 529 road,,Omaha,NE,68144
"Reception Connection, LLC",12100 W. Center Road Ste. 529 road,,Omaha,NE,68144
"Remedy Roads, LLC",1421 North 21st Street,,Omaha,NE,68102
"Remedy Roads, LLC",1421 North 21st Street,,Omaha,NE,68102
Remedy Roads Realty LLC,4211 South 143rd Circle,,Omaha,NE,68137
"Elegant Edge Events, LLC",5360 South 174th Avenue,,Omaha,NE,68135
"Elegant Edge Events, LLC",5360 South 174th Avenue,,Omaha,NE,68135
